@relation sg2$data

@attribute regioncentroidcol numeric
@attribute regioncentroidrow numeric
@attribute regionpixelcount numeric
@attribute shortlinedensity5 numeric
@attribute shortlinedensity2 numeric
@attribute vedgemean numeric
@attribute vegdesd numeric
@attribute hedgemean numeric
@attribute hedgesd numeric
@attribute intensitymean numeric
@attribute rawredmean numeric
@attribute rawbluemean numeric
@attribute rawgreenmean numeric
@attribute exredmean numeric
@attribute exbluemean numeric
@attribute exgreenmean numeric
@attribute valuemean numeric
@attribute saturationmean numeric
@attribute huemean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
239,143,9,0,0,0333333,00444445,0666667,0133333,451852,611111,544444,2,477778,277778,-755556,611111,0674074,-087829,brickface
216,126,9,0,0,0555555,0207407,0555556,00740739,492593,644444,577778,255556,455556,255556,-711111,655556,0611111,-0877707,brickface
58,109,9,0,0,0888889,0251852,283333,167778,42963,144444,844444,3,-855556,124444,-388889,844444,0864482,-228379,foliage
199,66,9,0,0,127778,157407,144444,287407,122556,111,139778,116889,-346667,516667,-17,139778,0205803,-230709,sky
9,72,9,0,0,0777777,0562961,15,0744447,125444,114111,141111,121111,-34,47,-13,141111,019129,-23662,sky
250,176,9,0,0111111,161111,106284,344444,169531,536667,471111,676667,462222,-196667,42,-223333,676667,0318137,-205226,path
201,40,9,0,0,105556,0596295,15,154444,123778,113333,139667,118333,-313333,476667,-163333,139667,0188503,-22922,sky
76,81,9,0111111,0,188889,167407,133333,24,227037,223333,287778,17,-111111,182222,-171111,287778,0409201,-160679,brickface
242,148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
112,197,9,0,0,422222,299382,494444,312279,503333,446667,622222,441111,-17,356667,-186667,622222,0296328,-207122,path
163,43,9,0,0,0833335,0433333,0833335,0611111,126481,117333,140556,121556,-274444,422222,-147778,140556,0165192,-228021,sky
2,190,9,0,0,255556,145185,25,296667,316667,28,401111,268889,-11,253333,-143333,401111,0329007,-200838,path
103,185,9,0,0,183333,465556,988889,949185,308889,277778,37,278889,-933333,183333,-9,375556,0250444,-245058,path
124,191,9,0,0,35,273861,327778,280013,597407,528889,747778,515556,-205556,451111,-245556,747778,0313611,-203548,path
9,171,9,0,0,15,100554,277778,164204,459259,41,572222,395556,-147778,338889,-191111,572222,0307943,-201072,path
93,29,9,0,0,122222,122964,138889,157408,128481,119,142778,123667,-284444,428889,-144444,142778,0166484,-229776,sky
116,245,9,0,0,227778,116269,227778,149691,163704,135556,143333,212222,-844444,-611111,145556,212222,0384903,219805,grass
8,102,9,0,0,188889,185185,194444,326296,179259,185556,218889,133333,188889,118889,-137778,218889,0390329,-144704,brickface
189,107,9,0,0,266667,0699206,0833333,072265,277778,234444,351111,247778,-13,22,-9,351111,0332407,-22015,window
207,217,9,0,0,0777778,0474074,205556,0907408,62963,5,422222,966667,-388889,-622222,101111,966667,0582612,197614,grass
39,246,9,0111111,0,227778,326296,183333,243333,153704,125556,131111,204444,-844444,-677778,152222,204444,0393839,217054,grass
166,185,9,0,0,194444,0250924,2,0210818,542222,485556,672222,468889,-17,39,-22,672222,0302539,-200801,path
177,181,9,0,0,427778,173098,255556,148573,606296,536667,756667,525556,-208889,451111,-242222,756667,0306993,-204456,path
68,135,9,0,0,0833333,0477778,0333333,0266667,622222,4,104444,422222,-666667,126667,-6,104444,0617593,-212552,window
206,105,9,0,0,0277777,00629631,0611111,0151852,501852,456667,608889,44,-135556,321111,-185556,608889,0277106,-199196,cement
6,81,9,0,0111111,411111,874075,572222,285074,124815,766667,188889,108889,-144444,192222,-477778,188889,0628156,-238856,foliage
107,21,9,0,0,0666662,0516398,116667,0408248,126778,115778,141889,122667,-33,453333,-123333,141889,0184022,-237037,sky
253,201,9,0,0,3,269155,283333,233571,43963,392222,538889,387778,-142222,297778,-155556,538889,028083,-206786,path
127,143,9,0,0,15,0122222,0888889,0607407,418518,0888889,944444,222222,-988889,157778,-588889,944444,0915376,-225741,foliage
125,56,9,0,0,266667,364444,272222,157407,286296,261111,376667,221111,-755556,271111,-195556,376667,041394,-181991,brickface
156,32,9,0,0,0777774,0162964,261111,104074,136296,129778,146333,132778,-195556,301111,-105556,146333,0113055,-228076,sky
201,183,9,0,0,188889,191679,233333,178886,526296,474444,651111,453333,-155556,374444,-218889,651111,030372,-198191,path
54,126,9,0111111,0,277778,269705,338889,227466,232963,21,288889,20,-688889,167778,-988889,288889,0305785,-196874,cement
7,134,9,0,0,00555556,00185185,00555556,00185185,0037037,0,0111111,0,-0111111,0222222,-0111111,0111111,0111111,-20944,foliage
210,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
46,154,9,0111111,0,316667,821111,161111,121852,637037,966667,466667,477778,988889,-511111,-477778,966667,0561927,-000492694,window
94,144,9,0,0,0444444,0118518,05,0166667,114815,0,344444,0,-344444,688889,-344444,344444,1,-20944,foliage
233,197,9,0,0111111,388889,278621,2,126491,497407,443333,614444,434444,-162222,351111,-188889,614444,0294656,-20434,path
155,127,9,0,0,216667,170945,153889,414417,365185,358889,41,326667,-188889,134444,-115556,41,0204536,-167677,cement
76,135,9,0,0,0444445,0118519,0833333,0122222,5,688889,544444,266667,566667,133333,-7,688889,0613757,-0692028,brickface
21,216,9,0111111,0,383333,0699998,0833333,0477778,165556,131111,14,225556,-103333,-766667,18,225556,0426777,220931,grass
113,34,9,0,0,2,113529,0833331,0836659,728889,65,891111,645556,-236667,486667,-25,891111,0279176,-207815,cement
4,248,9,0,0,333333,181353,322222,125904,195556,155556,166667,264444,-12,-866667,206667,264444,0422151,22051,grass
22,200,9,0,0,288889,240986,483333,262255,547037,478889,69,472222,-204444,428889,-224444,69,0317362,-206566,path
173,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
121,112,9,0,0,238889,176908,05,0278887,237037,194444,323333,193333,-127778,258889,-131111,323333,0409544,-208525,window
157,57,9,0,0,122222,0474073,122222,0829626,124704,114222,139667,120222,-314444,448889,-134444,139667,0182073,-234019,sky
4,189,9,0,0,205556,388519,117222,114596,264444,234444,33,228889,-9,196667,-106667,33,0271473,-2101,path
144,118,9,0,0,0555556,0385185,0666667,04,644444,755556,811111,366667,333333,5,-833333,844444,056433,-113454,brickface
220,61,9,0,0,0277778,0136083,0555556,0272165,688889,455556,12,411111,-7,153333,-833333,12,0655892,-203946,window
205,190,9,0,0,127778,0998145,161111,112382,494815,447778,606667,43,-141111,335556,-194444,606667,0290788,-19876,path
222,244,9,0111111,0,294444,0640741,227778,215185,103704,966667,977778,116667,-211111,-177778,388889,118889,0226482,232339,grass
241,137,9,0,0111111,427778,186852,383333,375,5,255556,9,344444,-733333,12,-466667,9,0837478,-219397,foliage
206,12,9,0,0,261111,148199,45,335824,114444,844444,176667,822222,-9,186667,-966667,176667,0543775,-206448,window
201,191,9,0,0,1,0760117,294444,102017,491852,446667,597778,431111,-135556,317778,-182222,597778,0278886,-199899,path
137,182,9,0,0,183333,385556,361111,921852,349259,314444,428889,304444,-104444,238889,-134444,428889,0285756,-200112,path
68,198,9,0,0111111,288889,288033,305556,287067,580741,514444,718889,508889,-198889,414444,-215556,718889,0291301,-206489,path
228,182,9,0111111,0,0888889,0688531,0777778,0655462,167778,145556,127778,23,-666667,-12,186667,23,0444358,191642,grass
90,134,9,0,0,0388889,00185185,0944444,0151852,211111,1,466667,0666667,-333333,766667,-433333,466667,0881481,-201314,window
236,77,9,0,0,221667,154729,772222,837302,327778,302222,376667,304444,-766667,146667,-7,376667,0225243,-212336,cement
19,63,9,0,0,127778,157407,211111,30963,209259,196667,277778,153333,-377778,205556,-167778,277778,044725,-172683,brickface
57,199,9,0,0,383333,264785,638889,346677,54963,478889,692222,477778,-212222,427778,-215556,692222,0317006,-208475,path
106,107,9,0,0,111111,0720082,0666667,0421637,225556,13,36,186667,-286667,403333,-116667,36,0638541,-235462,foliage
86,197,9,0111111,0111111,161111,145169,127778,110386,632222,562222,777778,556667,-21,436667,-226667,777778,0285333,-206802,path
12,56,9,0222222,0,122222,0207407,133333,102222,198519,194444,254444,146667,-122222,167778,-155556,254444,0422689,-162221,brickface
38,241,9,0,0,205556,0574134,155556,142465,143333,108889,14,181111,-103333,-1,113333,181111,0399901,254414,grass
180,97,9,0,0,0944443,0329631,1,0666667,13437,126556,145444,131111,-234444,332222,-977778,145444,012985,-234623,sky
37,103,9,0,0,177778,212568,294444,342161,385185,188889,622222,344444,-588889,711111,-122222,622222,0799074,-249793,foliage
62,123,9,0,0,0444444,0207407,05,0122222,581482,755556,666667,322222,522222,255556,-777778,755556,0573413,-0837598,brickface
124,113,9,0,0,0388889,0389682,0277778,0327731,0962963,0,277778,0111111,-288889,544444,-255556,277778,1,-212325,foliage
249,87,9,0,0,143889,327263,133889,620185,317037,282222,394444,274444,-104444,232222,-127778,394444,0312482,-201338,cement
7,34,9,0,0,2,368889,15,203333,203333,182222,278889,148889,-633333,226667,-163333,278889,0466345,-182315,brickface
139,121,9,0,0,105556,0418519,116667,0833334,37037,0777778,777778,255556,-877778,122222,-344444,777778,0907407,-235151,foliage
182,152,9,0,0,0777778,0981307,0833333,109036,0777778,0333333,166667,0333333,-133333,266667,-133333,166667,0705556,-20944,window
147,69,9,0,0,205556,290741,188889,256296,256667,234444,344444,191111,-666667,263333,-196667,344444,044486,-179139,brickface
116,54,9,0,0,0611112,0443054,172222,0928958,108852,967778,126111,103667,-362222,517778,-155556,126111,0232219,-233633,sky
130,32,9,0,0,111111,104704,0833334,0836659,594815,542222,708889,533333,-157778,342222,-184444,708889,0249001,-204242,cement
106,193,9,0,0,105556,0952579,0888889,0620633,144444,116667,125556,191111,-833333,-566667,14,191111,0388863,221005,grass
26,82,9,0,0,155556,0474074,211111,438519,559259,177778,102222,477778,-114444,138889,-244444,102222,0843607,-245198,foliage
183,153,9,0,0,5,122667,3,688889,28,213333,387778,238889,-20,323333,-123333,387778,0447745,-224274,cement
23,129,9,0,0,05,00777778,0388889,0151852,0518518,0,155556,0,-155556,311111,-155556,155556,0777778,-20944,foliage
204,116,9,0,0,105556,126296,105556,144074,218519,0333333,511111,111111,-555556,877778,-322222,511111,096142,-224908,foliage
234,58,9,0,0,116667,0388888,1,0533334,931482,773333,118778,833333,-474444,768889,-294444,118778,0348863,-224632,sky
191,165,9,0,0,0333333,0177778,244444,114074,142963,12,141111,167778,-688889,-0555556,744444,175556,0318129,259354,grass
48,85,9,0,0,311111,134519,205556,686296,42963,133333,888889,266667,-888889,137778,-488889,888889,0885825,-227154,foliage
217,148,9,0,0,205556,255185,105556,0507408,290741,214444,415556,242222,-228889,374444,-145556,415556,0483771,-223797,cement
42,135,9,0,0,0388889,0151852,0444444,0162963,240741,133333,511111,0777778,-322222,811111,-488889,511111,0849735,-197219,window
75,59,9,0,0,105556,0774073,294444,255185,250741,223333,343333,185556,-822222,277778,-195556,343333,0459427,-183633,brickface
130,32,9,0,0,111111,104704,0833334,0836659,594815,542222,708889,533333,-157778,342222,-184444,708889,0249001,-204242,cement
229,147,9,0,0111111,405556,14063,25,127778,272963,208889,386667,223333,-192222,341111,-148889,386667,0457405,-217447,cement
83,114,9,0,0,138889,112963,194444,0596297,198519,20,246667,148889,0444444,144444,-148889,246667,0394964,-150866,brickface
35,96,9,0111111,0,211111,100741,283333,385555,217407,207778,277778,166667,-288889,181111,-152222,277778,0399499,-167692,brickface
108,75,9,0111111,0,0666667,0471403,111111,100148,116704,105889,133,111222,-324444,488889,-164444,133,020299,-229549,sky
103,65,9,0,0,127778,108355,122222,091084,601481,537778,738889,527778,-191111,412222,-221111,738889,0287045,-20419,cement
192,40,9,0,0,122222,0207408,133333,0488891,12463,114444,140556,118889,-305556,477778,-172222,140556,0185749,-227022,sky
128,196,9,0,0,166667,124444,188889,385185,196296,156667,185556,246667,-118889,-322222,151111,246667,0365297,243734,grass
213,86,9,0,0,0833333,0182575,0388889,0327731,171481,132222,246667,135556,-117778,225556,-107778,246667,046348,-212361,window
155,80,9,0,0,0999999,0177779,144445,0696294,963333,824444,119333,872222,-416667,69,-273333,119333,0309059,-222871,sky
42,56,9,0,0,105556,0951851,133333,16,227407,211111,302222,168889,-488889,224444,-175556,302222,0440708,-175941,brickface
54,91,9,0,0,144444,154074,0833333,0255556,325926,0555556,8,122222,-811111,142222,-611111,8,0944811,-218672,foliage
137,163,9,0,0,144444,0785186,188889,554076,392963,337778,475556,365556,-165556,247778,-822222,475556,0284813,-239521,path
60,132,9,0,0,0111111,00296296,0222222,00296296,037037,0,111111,0,-111111,222222,-111111,111111,0888889,-20944,foliage
194,178,9,0,0,122222,105185,8,125778,336667,296667,418889,294444,-12,246667,-126667,418889,0296963,-210376,path
188,133,9,0,0,0333333,0266667,05,00777777,666667,833333,777778,388889,5,333333,-833333,844444,053858,-0924817,brickface
59,120,9,0,0,216667,198606,144444,186984,190741,105556,331111,135556,-255556,421111,-165556,331111,0681266,-223126,foliage
52,82,9,0,0,327778,0462964,133333,0488889,448889,415556,531111,40,-10,246667,-146667,531111,0246605,-197178,cement
55,93,9,0111111,0,0833333,03,138889,17963,3,0555556,722222,122222,-733333,126667,-533333,722222,093567,-218361,foliage
137,147,9,0111111,0,155556,127408,205556,281852,272222,205556,386667,224444,-20,343333,-143333,386667,0468165,-220457,cement
37,196,9,0,0,127778,0998146,133333,0816497,133704,115556,104444,181111,-544444,-877778,142222,181111,0430243,195677,grass
242,183,9,0,0,15,0936898,216667,179815,153704,126667,124444,21,-811111,-877778,168889,21,0420244,207587,grass
229,195,9,0,0,416667,227792,411111,224763,477037,424444,588889,417778,-157778,335556,-177778,588889,0290278,-20527,path
155,140,9,0,0,0444444,0118519,0666667,00888889,5,655556,555556,288889,466667,166667,-633333,666667,0564153,-0783647,brickface
236,115,9,0,0,438889,366296,0444444,00740739,147407,106667,222222,113333,-122222,224444,-102222,222222,0533126,-215163,window
38,94,9,0111111,0,138889,104172,0888888,0779363,681111,611111,826667,605556,-21,436667,-226667,826667,0267258,-206854,cement
219,132,9,0,0,144444,0655462,111111,075031,352222,295556,456667,304444,-17,313333,-143333,456667,0354746,-214697,cement
115,156,9,0,0,0388889,0389682,105556,064693,242593,172222,26,295556,-211111,522222,158889,295556,0417328,284342,grass
75,240,9,0,0,244444,195126,211111,136083,211481,17,178889,285556,-124444,-977778,222222,285556,0417218,217552,grass
7,18,9,0,0,127778,0729626,0944445,0374079,13863,133333,147556,135,-158889,267778,-108889,147556,00963522,-221461,sky
86,74,9,0111111,0,133333,155556,0666667,0133333,224074,216667,288889,166667,-222222,194444,-172222,288889,0422206,-164667,brickface
18,138,9,0,0,0888889,0562963,0833333,03,574074,733333,655556,333333,477778,244444,-722222,733333,0543871,-0862108,brickface
78,99,9,0,0,161111,801852,305556,147741,414815,111111,9,233333,-911111,145556,-544444,9,09109,-225567,foliage
239,93,9,0,0,344444,134963,105556,0862962,144074,988889,228889,104444,-135556,254444,-118889,228889,0577002,-213749,window
186,130,9,0,0,05,0122222,0388889,0151852,533333,688889,622222,288889,466667,266667,-733333,7,0587963,-0889024,brickface
37,130,9,0,0,0777778,0962963,127778,0951852,162963,111111,3,0777778,-155556,411111,-255556,3,0855556,-195982,window
25,155,9,0,0,572222,997519,18,151689,143333,13,186667,113333,-4,13,-9,214444,0646298,-179743,window
174,113,9,0,0,25,101111,1,0933333,317778,244444,437778,271111,-22,36,-14,437778,0441507,-22388,window
97,63,9,0,0,0722221,0443052,0333332,0210818,108926,962222,126111,104444,-381111,515556,-134444,126111,023689,-238244,sky
6,54,9,0,0,0611109,0107408,0944444,0551855,116778,109111,132444,108778,-23,47,-24,132444,0181149,-207915,sky
173,113,9,0,0,05,03,133333,106667,133111,124667,145667,129,-253333,376667,-123333,145667,0144134,-230955,sky
130,189,9,0111111,0,25,0983193,211111,281004,586296,517778,733333,507778,-205556,441111,-235556,733333,0307985,-204806,path
168,184,9,0,0,466667,152023,583333,181046,482593,438889,586667,422222,-131111,312222,-181111,586667,0278195,-198678,path
219,80,9,0,0,127778,032963,0666667,0933332,397037,363333,482222,345556,-101111,255556,-154444,482222,0282964,-196265,cement
51,141,9,0,0,0555556,0118518,0222222,00740741,0703704,0333333,177778,0,-111111,322222,-211111,177778,0888889,-192122,window
138,185,9,0,0,305555,297707,194444,215424,570741,501111,711111,50,-208889,421111,-212222,711111,0298025,-208885,path
134,191,9,0,0,138889,130668,144444,108866,616667,547778,766667,535556,-206667,45,-243333,766667,0302994,-204128,path
14,117,9,0,0,0333333,0133333,0555556,00740741,577778,633333,755556,344444,166667,533333,-7,755556,0543651,-13539,brickface
107,226,9,0,0,155556,30963,355556,256296,785185,577778,655556,112222,-622222,-388889,101111,112222,0526881,22594,grass
142,163,9,0,0,15,0877778,176667,32445,404444,35,485556,377778,-163333,243333,-8,485556,0268978,-239274,path
1,189,9,0,0,138889,0462963,123889,845963,235926,211111,293333,203333,-744444,172222,-977778,293333,0233097,-201975,path
80,40,9,0,0,0611111,0574132,0722223,0772203,110704,962222,129,106889,-434444,548889,-114444,129,0254051,-243469,sky
86,179,9,0,0,2,128236,355556,307439,505556,457778,621111,437778,-143333,346667,-203333,621111,0296547,-197866,path
19,145,9,0,0,0888889,167407,211111,438519,207407,0666667,355556,2,-422222,444444,-0222222,355556,0457672,-256977,foliage
153,204,9,0111111,0,238889,169203,333333,138243,194074,153333,168889,26,-122222,-755556,197778,26,0420366,224441,grass
254,57,9,0,0,094444,077407,138889,104074,135778,129444,146667,131222,-19,326667,-136667,146667,0118733,-218742,sky
94,224,9,0,0,138889,184074,0944444,0551852,134444,10,118889,184444,-103333,-466667,15,184444,0457643,232811,grass
219,176,9,0,0111111,211111,185792,511111,284149,602963,533333,756667,518889,-208889,461111,-252222,756667,0314462,-203065,path
41,75,9,0,0111111,153889,191363,266111,317136,55,474444,654444,521111,-226667,313333,-866667,654444,0297802,-235675,foliage
112,102,9,0,0,0555555,0207407,155556,0474074,337037,0555556,766667,188889,-844444,128889,-444444,766667,0940741,-227516,foliage
163,166,9,0,0,177778,10963,244444,105185,16963,123333,163333,222222,-138889,-188889,157778,222222,0446214,251583,grass
217,148,9,0,0,205556,255185,105556,0507408,290741,214444,415556,242222,-228889,374444,-145556,415556,0483771,-223797,cement
117,224,9,0,0,305556,255966,305556,302153,202593,154444,177778,275556,-144444,-744444,218889,275556,0441516,230415,grass
252,176,9,0,0111111,188889,114827,505556,285514,529259,463333,67,454444,-197778,422222,-224444,67,032042,-205164,path
125,46,9,0111111,0,0611109,0611616,216667,0781735,124556,112778,141,119889,-353333,493333,-14,141,0200124,-235769,sky
18,142,9,0,0,0777778,0651852,0277778,0151852,0555556,0111111,133333,0222222,-133333,233333,-1,133333,0416667,-215956,foliage
203,120,9,0,0,333333,391111,427778,926296,494074,448889,593333,44,-135556,297778,-162222,593333,0263467,-203524,cement
219,126,9,0,0,0388889,0062963,140556,443741,361852,335556,43,32,-788889,204444,-125556,43,0258409,-194218,cement
200,189,9,0,0,111111,108866,316667,100554,496667,451111,608889,43,-136667,336667,-20,608889,029381,-197322,path
25,138,9,0111111,0,127778,114342,0722222,0490653,518518,2,933333,422222,-955556,124444,-288889,933333,0790011,-240681,foliage
245,23,9,0,0,0666667,0365148,116667,122474,123,111,139778,118222,-36,503333,-143333,139778,0205901,-235626,sky
124,98,9,0,0,1,101105,122222,129386,215185,168889,304444,172222,-138889,267778,-128889,304444,0448676,-211824,window
247,108,9,0111111,0,0722222,0611616,211111,195126,145185,113333,205556,116667,-955556,181111,-855556,205556,045603,-212716,window
97,90,9,0,0,188889,256296,361111,850741,201481,156667,29,157778,-134444,265556,-131111,29,0465278,-210152,window
115,202,9,0111111,0,161111,024074,238889,25963,151481,116667,14,197778,-104444,-344444,138889,197778,0409932,240114,grass
104,191,9,0,0,322222,197391,377778,290338,630741,553333,792222,546667,-232222,484444,-252222,792222,0311587,-206595,path
229,102,9,0,0,0888889,0720082,794444,542593,427778,37,544444,368889,-173333,35,-176667,544444,0318271,-208858,cement
239,137,9,0,0,177778,136083,344444,108866,408519,398889,453333,373333,-288889,134444,-105556,453333,0176066,-175799,cement
2,88,9,0,0,361111,721852,25,585556,777778,355556,133333,644444,-126667,166667,-4,133333,0754703,-239449,foliage
80,87,9,0,0111111,243889,572996,447222,138633,674444,587778,79,645556,-26,346667,-866667,79,0306281,-242213,foliage
18,138,9,0,0,0888889,0562963,0833333,03,574074,733333,655556,333333,477778,244444,-722222,733333,0543871,-0862108,brickface
75,90,9,0111111,0,416667,300185,283333,277088,482222,412222,614444,42,-21,396667,-186667,614444,0327632,-213186,cement
34,242,9,0,0,161111,163865,244444,110889,148148,113333,156667,174444,-104444,255556,788889,174444,0353161,283561,grass
53,78,9,0111111,0,122223,10256,266667,229008,106852,932222,125667,101667,-408889,564444,-155556,125667,0258182,-236808,sky
231,198,9,0111111,0,1,0133333,111111,122963,158148,124444,142222,207778,-101111,-477778,148889,207778,0400903,232489,grass
140,103,9,0111111,0,216667,341111,183333,216667,218519,212222,28,163333,-188889,184444,-165556,28,0416239,-16344,brickface
214,143,9,0,0,0111111,0172133,0444444,0172133,0666667,0222222,177778,0,-133333,333333,-2,177778,0888889,-198694,window
107,21,9,0,0,0666662,0516398,116667,0408248,126778,115778,141889,122667,-33,453333,-123333,141889,0184022,-237037,sky
183,139,9,0,0,0166667,0182574,0222222,0272166,137037,0888889,322222,0,-144444,555556,-411111,322222,1,-180307,window
252,76,9,0,0,172222,114342,0555555,0344266,422963,36,541111,367778,-188889,354444,-165556,541111,0334876,-2139,cement
152,155,9,0,0,05,0611111,107778,131807,72963,533333,11,555556,-588889,111111,-522222,11,05,-211557,window
93,231,9,0,0,244444,242963,266667,315556,122963,877778,111111,17,-105556,-355556,141111,17,0485216,239131,grass
35,167,9,0,0,161111,0928959,15,113039,19037,167778,156667,246667,-677778,-101111,168889,246667,0365503,197157,grass
197,123,9,0,0,0944445,0951854,3,155556,448148,411111,537778,395556,-111111,268889,-157778,537778,0263275,-197833,cement
139,115,9,0111111,0,211111,0958392,0722221,0646929,467407,424444,563333,414444,-128889,287778,-158889,563333,0264115,-202113,cement
62,224,9,0,0,0944445,108355,233333,163299,146296,132222,114444,192222,-422222,-955556,137778,192222,0408965,186019,grass
174,59,9,0,0,0833335,0349603,133333,08165,122037,110556,138778,116778,-344444,502222,-157778,138778,0203326,-232317,sky
215,84,9,0,0,0333333,0298143,0388889,0327731,171111,13,247778,135556,-123333,23,-106667,247778,0475,-21439,window
121,134,9,0,0,0222222,00296296,0833333,00777779,166667,0666667,4,0333333,-3,7,-4,4,0937037,-201314,window
54,133,9,0,0,438889,170511,127778,121868,214444,198889,257778,186667,-466667,13,-833333,257778,0270271,-190381,cement
103,237,9,0,0,1,0444444,0555555,0474074,8,655556,566667,117778,-433333,-7,113333,117778,0522999,19465,grass
145,170,9,0,0,127778,0574134,122222,0860663,164074,127778,168889,195556,-108889,144444,944444,195556,0346719,273707,grass
219,80,9,0,0,127778,032963,0666667,0933332,397037,363333,482222,345556,-101111,255556,-154444,482222,0282964,-196265,cement
63,13,9,0,0,0611115,0196294,116667,101111,132259,122778,145444,128556,-284444,395556,-111111,145444,0155825,-236043,sky
146,62,9,0,0,0888889,0207406,1,0355555,996667,856667,121444,918889,-42,653333,-233333,121444,0294583,-227714,sky
227,109,9,0,0,116667,0983192,0388889,0389682,218519,184444,287778,183333,-102222,207778,-105556,287778,0367141,-208276,window
245,129,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
23,113,9,0,0,0611111,0285185,0666667,0488889,140741,0111111,344444,0666667,-388889,611111,-222222,344444,0981482,-223756,foliage
94,215,9,0,0,311111,50963,161111,112963,171852,143333,143333,228889,-855556,-855556,171111,228889,0404392,21052,grass
85,223,9,0111111,0,177778,104704,194444,151168,147407,126667,115556,20,-622222,-955556,157778,20,0423123,196654,grass
237,191,9,0,0,1,0311111,15,101111,733333,533333,544444,112222,-6,-566667,116667,112222,053582,212242,grass
186,188,9,0,0,183333,126051,194444,125462,49963,451111,614444,433333,-145556,344444,-198889,614444,0294774,-199344,path
227,118,9,0,0,00555555,00185185,105556,0107407,562963,7,666667,322222,411111,311111,-722222,711111,0545635,-0960827,brickface
58,109,9,0,0,0888889,0251852,283333,167778,42963,144444,844444,3,-855556,124444,-388889,844444,0864482,-228379,foliage
208,65,9,0,0,138889,123678,264444,255375,567037,526667,644444,53,-121111,232222,-111111,644444,019713,-197081,cement
10,172,9,0,0,427778,438896,666667,736055,447778,403333,546667,393333,-133333,296667,-163333,546667,0278044,-205245,path
2,89,9,0,0,122222,176296,255556,34963,18963,187778,238889,142222,-0555556,147778,-142222,238889,0402507,-154421,brickface
34,137,9,0,0,05,0166667,111111,0474074,585185,777778,644444,333333,577778,177778,-755556,777778,0573633,-0744272,brickface
36,21,9,0,0,0999997,0799994,133333,0488889,129852,120667,142556,126333,-275556,381111,-105556,142556,0153497,-236488,sky
112,120,9,0111111,0,133333,103279,222222,170837,215556,175556,286667,184444,-12,213333,-933333,286667,038675,-217742,window
71,180,9,0111111,0,122222,0562963,3,186666,223333,183333,214444,272222,-12,-266667,146667,272222,0327383,245383,grass
167,135,9,0,0,0611111,0107407,0611111,0151852,311852,24,431111,264444,-215556,357778,-142222,431111,0443136,-22278,window
141,17,9,0111111,0222222,372222,44493,5,2319,445926,403333,54,394444,-127778,282222,-154444,54,0268186,-203005,cement
188,190,9,0,0,194444,0975629,205556,110387,488889,442222,60,424444,-14,333333,-193333,60,0292307,-198631,path
190,45,9,0,0,0666667,0666666,0777779,054433,108963,958889,126889,104111,-392222,537778,-145556,126889,0244289,-237181,sky
136,77,9,0222222,0,188889,14963,305556,561852,264074,245556,344444,202222,-555556,241111,-185556,344444,0413217,-176887,brickface
3,78,9,0,0111111,148333,356167,433333,662355,796667,707778,914444,767778,-266667,353333,-866667,914444,0269733,-241165,foliage
238,55,9,0,0,0722224,0490652,1,0557774,113667,101,132222,107778,-38,556667,-176667,132222,0235894,-23197,sky
44,157,9,0,0,0833334,03,294444,761852,242963,192222,242222,294444,-152222,-0222222,154444,294444,0350043,26043,grass
57,117,9,0,0,0444445,0207407,0388889,00629629,633333,766667,744444,388889,4,333333,-733333,8,0510362,-0983947,brickface
243,166,9,0,0,0611111,0329629,0722222,032963,133704,112222,121111,167778,-644444,-377778,102222,167778,0330513,226428,grass
56,243,9,0,0,222222,527407,255556,0829629,648148,511111,488889,944444,-411111,-477778,888889,944444,0525437,203363,grass
89,221,9,0,0,138889,148518,144444,158519,140741,106667,124444,191111,-102222,-488889,151111,191111,0446012,231721,grass
92,104,9,0,0,172222,14363,183333,137841,100519,872222,119889,944444,-398889,581111,-182222,119889,0272403,-23262,sky
114,129,9,0111111,0,205556,114342,0777776,0886107,624074,542222,78,55,-245556,467778,-222222,78,030598,-212699,cement
145,90,9,0,0,1,0577778,2,0399999,248519,236667,322222,186667,-355556,221111,-185556,322222,0420598,-170594,brickface
22,133,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foliage
49,42,9,0,0,261111,0928958,133333,0894428,588889,506667,745556,514444,-246667,47,-223333,745556,0322931,-212574,cement
7,18,9,0,0,127778,0729626,0944445,0374079,13863,133333,147556,135,-158889,267778,-108889,147556,00963522,-221461,sky
2,98,9,0,0,2,0666667,105556,0551853,174815,183333,207778,133333,255556,988889,-124444,207778,0356724,-136044,brickface
195,99,9,0,0,305556,446296,277778,465185,674074,344444,115556,522222,-988889,144444,-455556,115556,0711898,-231888,foliage
224,124,9,0,0,155556,129386,188889,118634,435185,367778,563333,374444,-202222,384444,-182222,563333,0348022,-21278,cement
116,211,9,0,0,172222,112963,161111,170741,137407,111111,123333,177778,-788889,-422222,121111,177778,0375346,229204,grass
